title,authors,authors_original,authors_source,authors_metadata_title,authors_match_score,year,venue,link,snippet,cited_by_text,cited_by_url
Generating Fit Check Videos with a Handheld Camera,"Chen, Bowei, Curless, Brian, Kemelmacher-Shlizerman, Ira, Seitz, Steven M.","B Chen, B Curless…",page-meta,Generating Fit Check Videos with a Handheld Camera,1.000,2026,"Proceedings of the …, 2026",https://openaccess.thecvf.com/content/CVPR2026W/CVEU/html/Chen_Generating_Fit_Check_Videos_with_a_Handheld_Camera_CVPRW_2026_paper.html,"Self-captured full-body videos are popular, but most deployments require mounted cameras, carefully-framed shots, and repeated practice. We propose a more convenient solution that …",,
Language-Guided Transformer Tokenizer for Human Motion Generation,"Yan, Sheng, Wang, Yong, Du, Xin, Yuan, Junsong, Liu, Mengyuan","S Yan, Y Wang, X Du, J Yuan, M Liu",page-meta,Language-Guided Transformer Tokenizer for Human Motion Generation,1.000,2026,"arXiv preprint arXiv:2602.08337, 2026",https://arxiv.org/abs/2602.08337,"In this paper, we focus on motion discrete tokenization, which converts raw motion into compact discrete tokens--a process proven crucial for efficient motion generation. In this …",,
Reconstruction-Anchored Diffusion Model for Text-to-Motion Generation,"Yifei Liu, Changxing Ding, Ling Guo, Huaiguang Jiang, Qiong Cao","Y Liu, C Ding, L Guo, H Jiang, Q Cao",openalex,Reconstruction-Anchored Diffusion Model for Text-to-Motion Generation,1.000,2026,"arXiv preprint arXiv:2601.14788, 2026",https://arxiv.org/abs/2601.14788,Diffusion models have seen widespread adoption for text-driven human motion generation and related tasks due to their impressive generative capabilities and flexibility. However …,,
"RoboBrain 2.5: Depth in Sight, Time in Mind","Tan, Huajie, Zhou, Enshen, Li, Zhiyu, Xu, Yijie, Ji, Yuheng, Chen, Xiansheng, Chi, Cheng, Wang, Pengwei, Jia, Huizhu, Ao, Yulong, Cao, Mingyu, Chen, Sixiang, Li, Zhe, Liu, Mengzhen, Wang, Zixiao, Rong, Shanyu, Lyu, Yaoxu, Zhao, Zhongxia, Co, Peterson, Li, Yibo, Han, Yi, Xie, Shaoxuan, Yao, Guocai, Wang, Songjing, Zhang, Leiduo, Yang, Xi, Jiao, Yance, Shi, Donghai, Xie, Kunchang, Nie, Shaokai, Men, Chunlei, Lin, Yonghua, Wang, Zhongyuan, Huang, Tiejun, Zhang, Shanghang","H Tan, E Zhou, Z Li, Y Xu, Y Ji, X Chen, C Chi…",page-meta,"RoboBrain 2.5: Depth in Sight, Time in Mind",1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2601.14352,"We introduce RoboBrain 2.5, a next-generation embodied AI foundation model that advances general perception, spatial reasoning, and temporal modeling through extensive …",Cited by 13,"https://www.gupiaoq.com/scholar?cites=11888601440502595862&as_sdt=2005&sciodt=0,5&hl=en"
TriC-Motion: Tri-Domain Causal Modeling Grounded Text-to-Motion Generation,"Yiyang Cao, Yunze Deng, Ziyu Lin, Bin Feng, Xinggang Wang, Wenyu Liu, Dandan Zheng, Jingdong Chen","Y Cao, Y Deng, Z Lin, B Feng, X Wang, W Liu…",openalex,TriC-Motion: Tri-Domain Causal Modeling Grounded Text-to-Motion Generation,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2602.08462,"Text-to-motion generation, a rapidly evolving field in computer vision, aims to produce realistic and text-aligned motion sequences. Current methods primarily focus on spatial …",,
"MotionMERGE: A Multi-granular Framework for Human Motion Editing, Reasoning, Generation, and Explanation","Wu, Bizhu, Xie, Jinheng, Chen, Wenting, Kong, Zhe, Ren, Jianfeng, Shen, Linlin, Bai, Ruibin, Qu, Rong","B Wu, J Xie, W Chen, Z Kong, J Ren, L Shen…",page-meta,"MotionMERGE: A Multi-granular Framework for Human Motion Editing, Reasoning, Generation, and Explanation",1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2605.18956,"Recent motion-language models unify tasks like comprehension and generation but operate at a coarse granularity, lacking fine-grained understanding and nuanced control over body …",,
Multi-scale Coarse-to-fine Modeling for Test-time Human Motion Control,"Le, Nhat, Liu, Daochang, Nguyen, Anh, Mian, Ajmal","N Le, D Liu, A Nguyen, A Mian",page-meta,Multi-scale Coarse-to-fine Modeling for Test-time Human Motion Control,1.000,2026,"arXiv preprint arXiv:2605.14935, 2026",https://arxiv.org/abs/2605.14935,"We present MSCoT, a multi-scale, coarse-to-fine model for test-time human motion synthesis and control. Unlike recent approaches that rely on multiple iterative denoising/token …",,
Marrying Text-to-Motion Generation with Skeleton-Based Action Recognition,"Jidong Kuang, Hongsong Wang, Jie Gui","J Kuang, H Wang, J Gui",openalex,Marrying Text-to-Motion Generation with Skeleton-Based Action Recognition,1.000,2026,"arXiv preprint arXiv:2604.17090, 2026",https://arxiv.org/abs/2604.17090,"Human action recognition and motion generation are two active research problems in human-centric computer vision, both aiming to align motion with textual semantics. However …",,
"IRG-MotionLLM: Interleaving Motion Generation, Assessment and Refinement for Text-to-Motion Generation","Yuan-Ming Li, Qize Yang, Lei, Nan, Shenghao Fu, Ling-An Zeng, Jian–Fang Hu, Xihan Wei, Wei‐Shi Zheng","YM Li, Q Yang, N Lei, S Fu, LA Zeng, JF Hu…",openalex,"IRG-MotionLLM: Interleaving Motion Generation, Assessment and Refinement for Text-to-Motion Generation",1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2512.10730,"Recent advances in motion-aware large language models have shown remarkable promise for unifying motion understanding and generation tasks. However, these models typically …",Cited by 3,"https://www.gupiaoq.com/scholar?cites=11812530269238596447&as_sdt=2005&sciodt=0,5&hl=en"
UniMo: Unified Motion Generation and Understanding with Chain of Thought,"Guocun Wang, Kenkun Liu, Jing Lin, Guorui Song, Jian Li, Xiaoguang Han","G Wang, K Liu, J Lin, G Song, J Li, X Han",crossref,UniMo: Unified Motion Generation and Understanding with Chain of Thought,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2601.12126,"Existing 3D human motion generation and understanding methods often exhibit limited interpretability, restricting effective mutual enhancement between these inherently related …",,
Biomechanics-Guided Residual Approach to Generalizable Human Motion Generation and Estimation,"Kang, Zixi, Wang, Xinghan, Mu, Yadong","Z Kang, X Wang, Y Mu",page-meta,Biomechanics-Guided Residual Approach to Generalizable Human Motion Generation and Estimation,1.000,2025,"arXiv preprint arXiv:2503.06151, 2025",https://arxiv.org/abs/2503.06151,"Human pose, action, and motion generation are critical for applications in digital humans, character animation, and humanoid robotics. However, many existing methods struggle to …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=10301853641758947043&as_sdt=2005&sciodt=0,5&hl=en"
Motion Capture is Not the Target Domain: Scaling Synthetic Data for Learning Motion Representations,"Darwish, Firas, Nicholson, George, Doherty, Aiden, Yuan, Hang","F Darwish, G Nicholson, A Doherty, H Yuan",page-meta,Motion Capture is Not the Target Domain: Scaling Synthetic Data for Learning Motion Representations,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2602.11064,"Synthetic data offers a compelling path to scalable pretraining when real-world data is scarce, but models pretrained on synthetic data often fail to transfer reliably to deployment …",,
Encoder-Free Human Motion Understanding via Structured Motion Descriptions,"Zhang, Yao, Liu, Zhuchenyang, Ploetz, Thomas, Xiao, Yu","Y Zhang, Z Liu, T Ploetz, Y Xiao",page-meta,Encoder-Free Human Motion Understanding via Structured Motion Descriptions,1.000,2026,"arXiv preprint arXiv:2604.21668, 2026",https://arxiv.org/abs/2604.21668,"The world knowledge and reasoning capabilities of text-based large language models (LLMs) are advancing rapidly, yet current approaches to human motion understanding …",,
MoCHA: Denoising Caption Supervision for Motion-Text Retrieval,"Warner, Nikolai, Taylor, Cameron Ethan, Essa, Irfan, Sadhwani, Apaar","N Warner, CE Taylor, I Essa, A Sadhwani",page-meta,MoCHA: Denoising Caption Supervision for Motion-Text Retrieval,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2603.23684,"Text-motion retrieval systems learn shared embedding spaces from motion-caption pairs via contrastive objectives. However, each caption is not a deterministic label but a sample from …",,
Toward Rich Video Human-Motion2D Generation,"Xi, Ruihao, Wang, Xuekuan, Li, Yongcheng, Li, Shuhua, Wang, Zichen, Wang, Yiwei, Wei, Feng, Zhao, Cairong","R Xi, X Wang, Y Li, S Li, Z Wang, Y Wang, F Wei…",page-meta,Toward Rich Video Human-Motion2D Generation,1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2506.14428,"Generating realistic and controllable human motions, particularly those involving rich multi-character interactions, remains a significant challenge due to data scarcity and the …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=13940345908854874706&as_sdt=2005&sciodt=0,5&hl=en"
PHASOR: Phase-Anchored Universal Action Representations for Humanoid Embodiments,"Kim, Kihyun, Kim, Chaeyun, Shin, Jongho, Kwon, Taeyoun, Kim, Junghyun, Koo, Mijin, Park, Haon","K Kim, C Kim, J Shin, T Kwon, J Kim, M Koo…",page-meta,PHASOR: Phase-Anchored Universal Action Representations for Humanoid Embodiments,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2606.01851,"Learning a good action embedding space is fundamental to scalable robot policy learning, yet existing methods treat action latents as task-specific intermediates rather than first-class …",,
LangPose: Language-Aligned Motion for Robust 3D Human Pose Estimation,"Longyun Liao, Rong Zheng","L Liao, R Zheng",crossref,LangPose: Language-Aligned Motion for Robust 3D Human Pose Estimation,1.000,2026,"Proceedings of the IEEE/CVF Winter …, 2026",https://openaccess.thecvf.com/content/WACV2026/html/Liao_LangPose_Language-Aligned_Motion_for_Robust_3D_Human_Pose_Estimation_WACV_2026_paper.html,Abstract 2D-to-3D human pose lifting is an ill-posed problem due to depth ambiguity and occlusion. Existing methods relying on spatial and temporal consistency alone are …,,
MoReFun: Past-Movement Guided Motion Representation Learning for Future Motion Prediction and Understanding,"Shi, Junyu, Wu, Haoting, Zhang, Zhiyuan, Liu, Lijiang, Sun, Yong, Nie, Qiang","J Shi, H Wu, Z Zhang, L Liu, Y Sun, Q Nie",page-meta,MoReFun: Past-Movement Guided Motion Representation Learning for Future Motion Prediction and Understanding,1.000,2024,"arXiv preprint arXiv …, 2024",https://arxiv.org/abs/2408.02091,"3D human motion prediction aims to generate coherent future motions from observed sequences, yet existing end-to-end regression frameworks often fail to capture complex …",,
Motion-Aligned Word Embeddings for Text-to-Motion Generation,"Ke Han, Yueming Lyu, Nicu Sebe","K Han, Y Lyu, N Sebe",page-meta,Motion-Aligned Word Embeddings for Text-to-Motion Generation,1.000,,The Fourteenth International Conference on …,https://openreview.net/forum?id=zbHpRwzrq5,"Existing text-to-motion (T2M) generation models typically rely on pretrained large language models to encode textual inputs. However, these models, trained on generic text corpora …",,
Vision-Language-Action Pretraining from Large-Scale Human Videos,"Hao Luo, Yicheng Feng, Wanpeng Zhang, Sipeng Zheng, Ye Wang, Haoqi Yuan, jiazheng liu, Chaoyi Xu, Haiweng Xu, Qin Jin, Zongqing Lu","H Luo, Y Feng, W Zhang, S Zheng, Y Wang, H Yuan…",page-meta,Vision-Language-Action Pretraining from Large-Scale Human Videos,1.000,,openreview.net,https://openreview.net/forum?id=nmW77spR1I,"Existing Vision-Language-Action models (VLA) struggle with complex manipulation tasks requiring high dexterity and generalization, primarily due to their reliance on synthetic data …",,
Reconstruction for Generation: Regularizing Motion Diffusion Models with Motion Reconstruction,"Yifei Liu, Changxing Ding, Ling Guo, Huaiguang Jiang, Qiong Cao","Y Liu, C Ding, L Guo, H Jiang, Q Cao",page-meta,Reconstruction for Generation: Regularizing Motion Diffusion Models with Motion Reconstruction,1.000,,openreview.net,https://openreview.net/forum?id=n3KUrCwc32,Diffusion models have seen widespread adoption for text-driven human motion generation and related tasks due to their impressive generative capabilities and flexibility. However …,,
Multi-Modal Action Recognizer Bridges Human Motion Generation and Understanding,"Jidong Kuang, Hongsong Wang, Jie Gui","J Kuang, H Wang, J Gui",page-meta,Multi-Modal Action Recognizer Bridges Human Motion Generation and Understanding,1.000,,openreview.net,https://openreview.net/forum?id=ZL1QqLkfLD,"Human action recognition and motion generation are two active research problems in human-centric computer vision, both aiming to align motion with textual semantics. However …",,
LUMA: Low-Dimension Unified Motion Alignment with Dual-Path Anchoring for Text-to-Motion Diffusion Model,"Jia Haozhe, Wenshuo Chen, Yuqi Lin, Yang Yang, Lei Wang, Mang Ning, Xiangliang Ma, Bowen Tian, Songning Lai, Jia Nanqian, Yifan Chen, Yutao Yue","J Haozhe, W Chen, Y Lin, Y Yang, L Wang, M Ning…",page-meta,LUMA: Low-Dimension Unified Motion Alignment with Dual-Path Anchoring for Text-to-Motion Diffusion Model,1.000,,openreview.net,https://openreview.net/forum?id=XwnjMZWe1Y,"While current diffusion-based models, typically built on U-Net architectures, have shown promising results on the text-to-motion generation task, they still suffer from semantic …",,
