title,authors,authors_original,authors_source,authors_metadata_title,authors_match_score,year,venue,link,snippet,cited_by_text,cited_by_url
Hierarchical policy for non-prehensile multi-object rearrangement with deep reinforcement learning and Monte Carlo tree search,"Fan Bai, Fei Meng, Jianbang Liu, Jiankun Wang, Max Q.‐H. Meng","F Bai, F Meng, J Liu, J Wang, MQH Meng",openalex,Hierarchical Policy for Non-prehensile Multi-object Rearrangement with Deep Reinforcement Learning and Monte Carlo Tree Search,1.000,2021,"arXiv preprint arXiv …, 2021",https://arxiv.org/abs/2109.08973,Non-prehensile multi-object rearrangement is a robotic task of planning feasible paths and transferring multiple objects to their predefined target poses without grasping. It needs to …,Cited by 7,"https://www.gupiaoq.com/scholar?cites=3395399612210638941&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] Task-motion Planning via Tree-based Q-learning Approach for Robotic Object Displacement in Cluttered Spaces.,"Giacomo Golluccio, Daniele Di Vito, Alessandro Marino, Alessandro Bria, Gianluca Antonelli","G Golluccio, D Di Vito, A Marino, A Bria, G Antonelli",crossref,Task-motion Planning via Tree-based Q-learning Approach for Robotic Object Displacement in Cluttered Spaces,0.982,2021,"ICINCO, 2021",https://www.scitepress.org/Papers/2021/105426/105426.pdf,"In this paper, a Reinforcement Learning approach to the problem of grasping a target object from clutter by a robotic arm is addressed. A layered architecture is devised to the scope …",Cited by 7,"https://www.gupiaoq.com/scholar?cites=15309568458238595514&as_sdt=2005&sciodt=0,5&hl=en"
: distilling for long-horizon prehensile and non-prehensile manipulation,"Haewon Jung, Donguk Lee, Haecheol Park, JunHyeop Kim, Beomjoon Kim","H Jung, D Lee, H Park, JH Kim, B Kim",page-meta,$\texttt{SPIN}$: distilling $\texttt{Skill-RRT}$ for long-horizon prehensile and non-prehensile manipulation,0.828,2025,"arXiv preprint arXiv:2502.18015, 2025",https://arxiv.org/abs/2502.18015,"Current robots struggle with long-horizon manipulation tasks requiring sequences of prehensile and non-prehensile skills, contact-rich interactions, and long-term reasoning. We …",,
Robotic weight-based object relocation in clutter via tree-based q-learning approach using breadth and depth search techniques,"Giacomo Golluccio, Daniele Di Vito, Alessandro Marino, Gianluca Antonelli","G Golluccio, D Di Vito, A Marino…",openalex,Robotic Weight-based Object Relocation in Clutter via Tree-based Q-learning Approach using Breadth and Depth Search Techniques,1.000,2021,"2021 20th International …, 2021",https://ieeexplore.ieee.org/abstract/document/9659471/,"In this paper, the problem of retrieving a target object from a cluttered environment through a mobile manipulator is considered. The task is solved by combining Task and Motion …",Cited by 7,"https://www.gupiaoq.com/scholar?cites=5491029538853993816&as_sdt=2005&sciodt=0,5&hl=en"
Null space based efficient reinforcement learning with hierarchical safety constraints,"Quantao Yang, Johannes A. Stork, Todor Stoyanov","Q Yang, JA Stork, T Stoyanov",openalex,Null Space Based Efficient Reinforcement Learning with Hierarchical Safety Constraints,1.000,2021,"2021 European Conference on …, 2021",https://ieeexplore.ieee.org/abstract/document/9568848/,"Reinforcement learning is inherently unsafe for use in physical systems, as learning by trial-and-error can cause harm to the environment or the robot itself. One way to avoid …",Cited by 6,"https://www.gupiaoq.com/scholar?cites=11257959818114946844&as_sdt=2005&sciodt=0,5&hl=en"
Prehensile Robotic pick-and-place in clutter with Deep Reinforcement Learning,"Muhammad Babar Imtiaz, Yuansong Qiao, Brian Lee","MB Imtiaz, Y Qiao, B Lee",openalex,Prehensile Robotic pick-and-place in clutter with Deep Reinforcement Learning,1.000,2022,"2022 International Conference on …, 2022",https://ieeexplore.ieee.org/abstract/document/9873426/,"In this paper, we present a self-learning deep reinforcement learning-based framework for industrial pick-and-place tasks in a cluttered environment through intelligent prehensile …",Cited by 4,"https://www.gupiaoq.com/scholar?cites=12795737221498635666&as_sdt=2005&sciodt=0,5&hl=en"
Mastering Scene Rearrangement with Expert-Assisted Curriculum Learning and Adaptive Trade-Off Tree-Search,"Zan Wang, Hanqing Wang, Wei Liang","Z Wang, H Wang, W Liang",openalex,Mastering Scene Rearrangement with Expert-Assisted Curriculum Learning and Adaptive Trade-Off Tree-Search,1.000,2024,"2024 IEEE/RSJ International …, 2024",https://ieeexplore.ieee.org/abstract/document/10802526/,"Scene Rearrangement Planning (SRP) has recently emerged as a crucial interior scene task; however, current approaches still face two primary issues. First, prior works define the …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=2091303082742047707&as_sdt=2005&sciodt=0,5&hl=en"
Mfusenet: Robust depth estimation with learned multiscopic fusion,"Weihao Yuan, Rui Fan, Michael Yu Wang, Qifeng Chen","W Yuan, R Fan, MY Wang…",openalex,MFuseNet: Robust Depth Estimation With Learned Multiscopic Fusion,1.000,2020,"IEEE Robotics and …, 2020",https://ieeexplore.ieee.org/abstract/document/9000612/,We design a multiscopic vision system that utilizes a low-cost monocular RGB camera to acquire accurate depth estimation. Unlike multi-view stereo with images captured at …,Cited by 7,"https://www.gupiaoq.com/scholar?cites=15264070467619112966&as_sdt=2005&sciodt=0,5&hl=en"
RETRACTED: Research on emotion recognition of art design based on fusion features and transfer learning,Baoyun Liu,B Liu,crossref,RETRACTED: Research on emotion recognition of art design based on fusion features and transfer learning,1.000,2025,"Journal of Computational Methods in Sciences and …, 2025",https://journals.sagepub.com/doi/abs/10.1177/14727978251374340,This study proposes a fusion feature extraction and transfer learning-based framework for emotion recognition in art and design. We extract low-level visual features (color and …,,
Switching pushing skill combined MPC and deep reinforcement learning for planar non-prehensile manipulation,"Bo Zhang, Cong Huang, Haixu Zhang, Xiaoshan Bai","B Zhang, C Huang, H Zhang, X Bai",openalex,Switching Pushing Skill Combined MPC and Deep Reinforcement Learning for Planar Non-prehensile Manipulation,1.000,2023,"arXiv preprint arXiv:2303.17379, 2023",https://arxiv.org/abs/2303.17379,"In this paper, a novel switching pushing skill algorithm is proposed to improve the efficiency of planar non-prehensile manipulation, which draws inspiration from human pushing actions …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=8106876675383209908&as_sdt=2005&sciodt=0,5&hl=en"
Long-Horizon Task and Motion Planning with Learning-Based Geometric Reasoning,"Smail Ait Bouhsain, Baptiste Merlau, Rachid Alami, Thierry Simeon","S Ait Bouhsain, B Merlau, R Alami, T Siméon",page-meta,Long-Horizon Task and Motion Planning with Learning-Based Geometric Reasoning,1.000,2025,2025,https://hal.science/hal-05392791/,"We propose TAMP-LGR, a novel task and motion planning framework that integrates learned geometric reasoning into a search-based planning process. The approach …",,
Aerial-Guided Groupwise CRFs for Multiple Panorama Depth Estimation with Scale-Consistent,"Yang Xu, Jun Ma, Chenggang Yan","Y Xu, J Ma, C Yan",openalex,Aerial-Guided Groupwise CRFs for Multiple Panorama Depth Estimation with Scale-Consistent,1.000,2024,"2024 International Joint Conference on …, 2024",https://ieeexplore.ieee.org/abstract/document/10650764/,"The task of depth estimation is important in many areas. However, current methods struggle with outdoor scenes that cover a wide range of depth scales, due to the oversimplification or …",,
Review of Vision-based Robot End-to-end Strategic Grasping Estimation,"SU Kang, LI Jialiang, LI Junguo, ZHANG Xinwen, LIU Chuang","SU Kang, LI Jialiang, LI Junguo, Z Xinwen…",page-meta,Review of Vision-based Robot End-to-end Strategic Grasping Estimation,1.000,2025,"INFORMATION AND …, 2025",https://xk.sia.cn/en/article/doi/10.13976/j.cnki.xk.2024.1731?viewType=HTML,The rapid development and continuing breakthroughs in artificial intelligence technology have greatly improved the grasping capabilities of intelligent robots. Grasp estimation is …,,
Approach-constrained Grasp Synthesis and Interactive Perception for Rigid and Deformable Objects,"Weng, Zehang",Z Weng,page-meta,Approach-constrained Grasp Synthesis and Interactive Perception for Rigid and Deformable Objects,1.000,2025,2025,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1958335,"This thesis introduces methods for two robotic tasks: grasp synthesis and deformable object manipulation. These tasks are connected by interactive perception, where robots actively …",,
Pearl: Parallelized expert-assisted reinforcement learning for scene rearrangement planning,"Hanqing Wang, Zan Wang, Wei Liang, Lap-Fai Yu","H Wang, Z Wang, W Liang, LF Yu",openalex,PEARL: Parallelized Expert-Assisted Reinforcement Learning for Scene Rearrangement Planning,1.000,2021,"arXiv preprint arXiv:2105.04088, 2021",https://arxiv.org/abs/2105.04088,Scene Rearrangement Planning (SRP) is an interior task proposed recently. The previous work defines the action space of this task with handcrafted coarse-grained actions that are …,Cited by 3,"https://www.gupiaoq.com/scholar?cites=7476481843327098309&as_sdt=2005&sciodt=0,5&hl=en"
Model Predictive Control with Efficient Trajectory Optimisation for Contact-based Manipulation,"Russell, David Mackenzie Charles",DMC Russell,page-meta,Model Predictive Control with Efficient Trajectory Optimisation for Contact-based Manipulation,1.000,2025,2025,https://etheses.whiterose.ac.uk/id/eprint/36978/,"This thesis is concerned with enabling robots to manipulate their environments in efficient ways, similar to how humans do. Humans employ a variety of manipulation actions to …",,
Robot Planning and Control Combined with Machine Learning Techniques,"Golluccio, Giacomo",G Golluccio,page-meta,Robot Planning and Control combined with Machine Learning Techniques,1.000,2023,2023,https://tesidottorato.depositolegale.it/handle/20.500.14242/168336,"Abstract Robots and Artificial Intelligence (AI) have been growing in various contexts, such as automotive, healthcare and manufacturing. In this thesis, the adoption of Machine …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=9720585747593145722&as_sdt=2005&sciodt=0,5&hl=en"
Learning geometric reasoning for multi-robot task and motionplanning,Smail Ait Bouhsain,S Ait Bouhsain,openalex,Learning geometric reasoning for multi-robot task and motionplanning,1.000,2025,2025,https://theses.hal.science/tel-05330516/,"This thesis, titled"" Learning Geometric Reasoning for Multi-Robot Task and Motion Planning"", focuses on improving the efficiency of Task and Motion Planning (TAMP) in …",,
"Tabletop Object Rearrangement: Structure, Complexity, and Efficient Combinatorial Search-Based Solutions",Kai Gao,K Gao,openalex,"Tabletop Object Rearrangement: Structure, Complexity, and Efficient Combinatorial Search-Based Solutions",1.000,2025,2025,https://search.proquest.com/openview/8804e5c46057402c8d989f2991f5afc0/1?pq-origsite=gscholar&cbl=18750&diss=y,This thesis aims to provide a complete structural analysis and efficient algorithmic solutions to tabletop object rearrangement with overhand grasps (TORO). This problem captures a …,,
Reward for Exploration Based on View Synthesis,"Shun Taguchi, Satoshi Koide, Kazuki Shibata, Hideki Deguchi","S Taguchi, S Koide, K Shibata, H Deguchi",crossref,Reward for Exploration Based on View Synthesis,1.000,2023,"IEEE Access, 2023",https://ieeexplore.ieee.org/abstract/document/10292637/,Research on embodied-AI has flourished in recent years to make AI accessible to real-world information. Visual exploration is a very fundamental task in embodied-AI applications such …,,
A Monocular Depth Estimation Method for Indoor-Outdoor Scenes Based on Vision Transformer,"Jianghai Shuai, Ming Li, Yongkang Feng, Yang Li, Sidan Du","J Shuai, M Li, Y Feng, Y Li, S Du",crossref,A Monocular Depth Estimation Method for Indoor-Outdoor Scenes Based on Vision Transformer,1.000,2023,"2023 IEEE 14th Annual …, 2023",https://ieeexplore.ieee.org/abstract/document/10316039/,"In the field of computer vision, monocular depth estimation has garnered significant attention as a research direction. However, current depth estimation methods often overlook the …",,
[B] Towards Multi-modal Perception and Mechatronic System Design for Robotic Manipulation,Kun Zhang,K Zhang,crossref,Towards multi-modal perception and mechatronic system design for robotic manipulation,0.988,2024,2024,https://search.proquest.com/openview/449dcb90983be11e47818b862f2ecbae/1?pq-origsite=gscholar&cbl=2026366&diss=y,"In recent years, the rapid advancement of robotics has led to a surge of interest in the dexterous manipulation capabilities of robots, which holds the potential to address a wide …",,
Learning deep policies for physics-based robotic manipulation in cluttered real-world environments,Wissam Bejjani,W Bejjani,openalex,Learning deep policies for physics-based robotic manipulation in cluttered real-world environments,1.000,2021,2021,https://etheses.whiterose.ac.uk/id/eprint/28954/,This thesis presents a series of planners and learning algorithms for real-world manipulation in clutter. The focus is on interleaving real-world execution with look-ahead planning in …,Cited by 2,"https://www.gupiaoq.com/scholar?cites=16100147763106591326&as_sdt=2005&sciodt=0,5&hl=en"
Vision-Based Categorical Object Pose Estimation and Manipulation,"Qiwei Meng, Jianfeng Liao, Shao Jun, Nuo Xu, Zeming Xu, Yinan Sun, Yao Sun, Shiqiang Zhu, Jason Gu, Wei Song","Q Meng, J Liao, S Jun, N Xu, Z Xu, Y Sun, Y Sun…",crossref,Vision-Based Categorical Object Pose Estimation and Manipulation,1.000,2023,"… on Intelligent Robotics …, 2023",https://link.springer.com/chapter/10.1007/978-981-99-6483-3_13,"Object manipulation and environment interaction are of great significance for intelligent robots, especially service robots working under unstructured household and office …",,
基于视觉的机器人端到端策略抓取估计综述,苏康， 李嘉良， 李俊国， 张馨文， 刘闯,,,,,2025,"信息与控制, 2025",https://xk.sia.cn/article/doi/10.13976/j.cnki.xk.2024.1731,"人工智能技术的迅速发展和不断突破为智能机器人抓取性能提升创造了很大空间. 抓取估计是机器人实现抓取任务的关键, 直接影响后续的抓取规划和抓取控制系统 …",,
Exploring the Potential and Challenges of Reinforcement Learning for Object Pushing with Robots,"Domen Težak, Marko Munih, Matjaž Mihelj, Janez Podobnik","D Težak, M Munih, M Mihelj, J Podobnik",crossref,Exploring the Potential and Challenges of Reinforcement Learning for Object Pushing with Robots,1.000,2023,"International Conference on …, 2023",https://link.springer.com/chapter/10.1007/978-3-031-32606-6_3,This paper describes a 2D simulation environment for reinforcement learning of real robots that incorporates physical simulation using the PyBox2D framework. Using reinforcement …,,
Human-in-the-loop planning and control for non-prehensile manipulation in clutter,"Papallas, Rafael",R Papallas,page-meta,Human-In-The-Loop Planning and Control for Non-Prehensile Manipulation in Clutter,1.000,2021,2021,https://etheses.whiterose.ac.uk/id/eprint/29698/,This thesis presents motion planning and control algorithms to tackle the problem of Reaching Through Clutter (RTC). I consider problems where a robot needs to reach in …,Cited by 1,"https://www.gupiaoq.com/scholar?cites=6276035884078819181&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] 未来智能空战发展的若干思考与展望,孙智孝， 杨晟琦， 朴海音， 白成超， 葛俊,,,,,2021,"航空学报, 2021",https://www.researchgate.net/profile/Chengchao-Bai/publication/353012804_A_survey_of_air_combat_artificial_intelligenceweilaizhinengkongzhanfazhanderuogansikaoyuzhanwang/links/60fb87970c2bfa282af8aff0/A-survey-of-air-combat-artificial-intelligenceweilaizhinengkongzhanfazhanderuogansikaoyuzhanwang.pdf,"随着装备战斗力生成模式逐渐向机械化, 信息化, 智能化“三化融合” 发展演变, 未来航空主战装备的定位, 形态及运用将可能发生根本性变革. 为应对新时期空战任务所面临的 …",Cited by 2,"https://www.gupiaoq.com/scholar?cites=1186107975394822396&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] Appendix for “SE (2)-Equivariant Pushing Dynamics Models for Tabletop Object Manipulation”,"S Kim, B Lim, Y Lee, FC Park",,,,,,proceedings.mlr.press,https://proceedings.mlr.press/v205/kim23b/kim23b-supp.pdf,"In model-free pushing manipulation methods, a policy that directly maps a visual observation to a sequence of pushing actions is learned without learning a pushing …",,
[PDF] Heuristic Learning for Look-Ahead Manipulation Planning in Continuous Action Space,"W Bejjani, MR Dogar…",,,,,2019,"IROS …, 2019",https://manipulation-iros-workshop.github.io/static/assets/img/papers/Heuristic_Bejjani.pdf,"Consider the example shown in Fig. 1 where a robot is tasked with manipulating, using prehensile and nonprehensile planar actions, an object (the orange fruit) to a target location …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=17711302115609385987&as_sdt=2005&sciodt=0,5&hl=en"
Reinforcement Learning per il Controllo di Sistemi Dinamici Reali: Applicazioni e Limitazioni,"Salvato, Erica",E Salvato,page-meta,Reinforcement Learning per il Controllo di Sistemi Dinamici Reali: Applicazioni e Limitazioni,1.000,2022,2022,https://arts.units.it/handle/11368/3010839,Reinforcement learning (RL) offers the chance to make a system learn control policies to successfully and autonomously perform specific tasks. It is often applied to classical and …,,
[PDF] Object Rearrangement in Clutter for Mobile Manipulator Using Hybrid Soft Actor-Critic Method,"J Lee, SH Kang, C Kim",,,,,,multibody2023.tecnico.ulisboa.pt,https://multibody2023.tecnico.ulisboa.pt/prog_MULTIBODY_WEB/MULTIBODY2023_PAPERS/ID_144_535_multibody2023_fullpaper.pdf,This paper presents a reinforcement learning model to solve the object rearrangement task and motion planning (OR-TAMP) problem for a mobile manipulator in a cluttered …,,
Avoiding Penetration in Pushing Dynamics Learning,임병도,,,,,2023,2023,https://s-space.snu.ac.kr/handle/10371/193076,Making an accurate pushing dynamics model is critical in tasks such as pushing manipulation because it can accurately predict the changes in the poses of objects caused …,,
Robust physics-based robotic manipulation in real-time,"Agboh, Wisdom Chukwunwike",WC Agboh,page-meta,Robust physics-based robotic manipulation in real-time,1.000,2021,2021,https://etheses.whiterose.ac.uk/id/eprint/29093/,"This thesis presents planners and controllers for robust physics-based manipulation in real-time. By physics-based manipulation, I refer to manipulation tasks where a physics model is …",,
Einsatzmöglichkeiten maschineller Lernverfahren in einer dezentral organisierten Lagerverwaltung auf Basis intelligenter Behälter,"Krüger, Axel, Felix Feldmann, Markus Pauly, Michael ten Hompel","A Krüger, F Feldmann, M Pauly…",openalex,Einsatzmöglichkeiten maschineller Lernverfahren in einer dezentral organisierten Lagerverwaltung auf Basis intelligenter Behälter,1.000,2020,"Logistics Journal …, 2020",https://proc.logistics-journal.de/article/view/982,"Intelligente Behälter verfügen über verschiedene Sensoren, einen lokalen Speicher, eine eigene Recheneinheit sowie eine Energieversorgung und ermöglichen so eine dezentral …",Cited by 2,"https://www.gupiaoq.com/scholar?cites=6812608408218228147&as_sdt=2005&sciodt=0,5&hl=en"
Reinforcement Learning in Autonomous Systems: A Review of Algorithms and Applications,"Carlos Mendez, Sofia Ramirez, Juan Carlos Rojas","C Mendez, S Ramirez, JC Rojas",page-meta,Reinforcement Learning in Autonomous Systems: A Review of Algorithms and Applications,1.000,2020,"Artificial Intelligence and …, 2020",https://scipublication.com/index.php/AIMLR/article/view/93,"Reinforcement Learning (RL) has emerged as a powerful paradigm for enabling autonomous systems to learn and adapt to complex, dynamic environments. By leveraging …",,
[PDF] Crossing the Reality Gap: A Survey on Sim-to-Real Transferability of Robot Controllers in Reinforcement Learning,"Erica Salvato, Gianfranco Fenu, Eric Medvet, Felice Andrea Pellegrino",FA Pellegrino,crossref,Crossing the Reality Gap: A Survey on Sim-to-Real Transferability of Robot Controllers in Reinforcement Learning,0.982,2009,"IEEE Transactions on Automatic Control, 2009",https://arts.units.it/retrieve/handle/11368/2998556/422684/Crossing_the_Reality_Gap_A_Survey_on_Sim-to-Real_Transferability_of_Robot_Controllers_in_Reinforcement_Learning.pdf,The growing demand for robots able to act autonomously in complex scenarios has widely accelerated the introduction of Reinforcement Learning (RL) in robots control applications …,,
[C] Sim-to-Real Transfer of Environment-Constrained Visuomotor Policy with Pixel-Level Adversarial Domain Adaptation,"Xingshuo Jing, Kun Qian, Boyi Duan, Bo Zhou","X Jing, K Qian, B Duan, B Zhou",crossref,Sim-to-Real Transfer of Environment-Constrained Visuomotor Policy with Pixel-Level Adversarial Domain Adaptation,0.991,,Available at SSRN 4531789,,,,
[C] Cognitive Robot Manipulation,"Yiming Jiang, Chenguang Yang","Y Jiang, C Yang",crossref,Cognitive Robot Manipulation,0.966,2022,2022,https://direct.mit.edu/books/oa-edited-volume/5331/chapter-abstract/3809845,"Manipulation is commonplace among animals and humans. Human beings can effectively manipulate objects with dif fer ent shapes, weights, sizes, and materials in a variety of tasks …",,
